mean_info_propagated,std_info_propagated,mean_time_relaxation,std_time_relaxation,state_of_order,v,ℓ,R,K,δ,s,n,label
1.0,1.4802973661668753e-16,139.94505928853377,37.85475721944546,polarized,0.0,0.4,1.0,0.0,0.0,0.1,20,uniform_circle
1.0,1.5700924586837752e-16,135.93430962342742,38.950304400114305,polarized,0.0,0.5,1.0,0.0,0.0,0.1,20,uniform_circle
1.0,1.4326843059065758e-16,144.70590717299177,32.13842753277418,polarized,0.0,0.6,1.0,0.0,0.0,0.1,20,uniform_circle
1.0,1.4742323236505333e-16,30.096273291925634,7.97967346202803,polarized,0.0,0.7,1.0,0.0,0.0,0.1,20,uniform_circle
1.0,9.948925913826611e-17,29.800604229607405,7.898407948355807,polarized,0.0,0.8,1.0,0.0,0.0,0.1,20,uniform_circle
1.0,1.0104330310701303e-16,29.757957957958126,8.226956026141133,polarized,0.0,0.9,1.0,0.0,0.0,0.1,20,uniform_circle
1.0,1.4671204115632824e-16,12.570719602977638,3.374323035594705,polarized,0.0,1.0,1.0,0.0,0.0,0.1,20,uniform_circle
1.0,1.4270941083136378e-16,12.249873417721494,3.556843512264522,polarized,0.0,1.1,1.0,0.0,0.0,0.1,20,uniform_circle
1.0,1.5813663963334665e-16,7.151548672566362,2.3179952133590853,polarized,0.0,1.2,1.0,0.0,0.0,0.1,20,uniform_circle
1.0,1.2069396737693005e-16,7.342764578833682,2.072084746747497,polarized,0.0,1.3,1.0,0.0,0.0,0.1,20,uniform_circle
1.0,1.2379962749526265e-16,7.066520787746163,2.034072576318057,polarized,0.0,1.4,1.0,0.0,0.0,0.1,20,uniform_circle
1.0,1.349891735162731e-16,4.988477366255141,1.579739945485628,polarized,0.0,1.5,1.0,0.0,0.0,0.1,20,uniform_circle
1.0,1.4991746572582556e-16,4.9194672131147525,1.6905493205118165,polarized,0.0,1.6,1.0,0.0,0.0,0.1,20,uniform_circle
1.0,1.365189836894942e-16,3.7252505010020043,1.2738975418625311,polarized,0.0,1.7,1.0,0.0,0.0,0.1,20,uniform_circle
1.0,1.1267861923442998e-16,3.0538000000000007,1.1384364871482906,polarized,0.0,1.8,1.0,0.0,0.0,0.1,20,uniform_circle
1.0,1.377338118661014e-16,3.0212000000000008,1.057462535519843,polarized,0.0,1.9,1.0,0.0,0.0,0.1,20,uniform_circle
0.9999996939648707,3.4022122672028263e-7,2.198200000000001,0.8192919128594851,polarized,0.0,2.0,1.0,0.0,0.0,0.1,20,uniform_circle
1.0,1.2557560942437275e-16,113.4193548387074,32.06423254171028,polarized,0.0,0.4,1.0,0.1,0.0,0.1,20,uniform_circle
1.0,1.4314291334922663e-16,114.17025862068733,30.65638107092297,polarized,0.0,0.5,1.0,0.1,0.0,0.1,20,uniform_circle
1.0,1.4936843031882335e-16,116.85444015443768,30.614908867040754,polarized,0.0,0.6,1.0,0.1,0.0,0.1,20,uniform_circle
1.0,1.5101253794062533e-16,29.088505747126593,7.909978745547393,polarized,0.0,0.7,1.0,0.1,0.0,0.1,20,uniform_circle
1.0,1.0346549110646928e-16,29.05304878048795,7.741432464940537,polarized,0.0,0.8,1.0,0.1,0.0,0.1,20,uniform_circle
0.9969996319618991,0.054173055356725765,29.547852760736347,7.519642687283024,polarized,0.0,0.9,1.0,0.1,0.0,0.1,20,uniform_circle
1.0,1.5963562810515755e-16,12.275721153846128,3.5388871655154777,polarized,0.0,1.0,1.0,0.1,0.0,0.1,20,uniform_circle
1.0,1.4905417608321096e-16,12.271428571428546,3.5173111824438505,polarized,0.0,1.1,1.0,0.1,0.0,0.1,20,uniform_circle
1.0,1.275633905861718e-16,7.256892778993425,2.072047036265336,polarized,0.0,1.2,1.0,0.1,0.0,0.1,20,uniform_circle
1.0,1.1374065375269658e-16,7.295913978494613,2.044621959703448,polarized,0.0,1.3,1.0,0.1,0.0,0.1,20,uniform_circle
1.0,1.3616922034010327e-16,7.0810752688171945,2.1071887744006945,polarized,0.0,1.4,1.0,0.1,0.0,0.1,20,uniform_circle
1.0,1.0385185452638061e-16,4.902702702702701,1.5884783641943325,polarized,0.0,1.5,1.0,0.1,0.0,0.1,20,uniform_circle
1.0,1.3171042345699647e-16,4.822997946611907,1.5794998576787802,polarized,0.0,1.6,1.0,0.1,0.0,0.1,20,uniform_circle
1.0,1.5732357900758693e-16,3.6306,1.2715018970289793,polarized,0.0,1.7,1.0,0.1,0.0,0.1,20,uniform_circle
1.0,1.3592857246792335e-16,3.033800000000001,1.006152197477587,polarized,0.0,1.8,1.0,0.1,0.0,0.1,20,uniform_circle
1.0,1.2543815949810612e-16,3.0546000000000006,1.0876602639148851,polarized,0.0,1.9,1.0,0.1,0.0,0.1,20,uniform_circle
0.9999826069512487,9.443275324949034e-8,2.2334000000000005,0.7936524481262778,polarized,0.0,2.0,1.0,0.1,0.0,0.1,20,uniform_circle
1.0,1.7059167824557364e-16,113.84049586776625,33.29025146955974,polarized,0.0,0.4,1.0,0.2,0.0,0.1,20,uniform_circle
0.9842439059337929,0.121533398569963,130.28630705393869,32.97022171680416,polarized,0.0,0.5,1.0,0.2,0.0,0.1,20,uniform_circle
0.9921512150255133,0.08615732687321741,114.72603305784888,32.862728828015825,polarized,0.0,0.6,1.0,0.2,0.0,0.1,20,uniform_circle
0.9971400404645067,0.05288992382555777,29.624269005848106,7.202375904678461,polarized,0.0,0.7,1.0,0.2,0.0,0.1,20,uniform_circle
1.0,1.3300384653418925e-16,28.55446153846168,7.718965346527605,polarized,0.0,0.8,1.0,0.2,0.0,0.1,20,uniform_circle
