order_p_0,order_r_0,order_d_0,order_p_1,order_r_1,order_d_1,t_relaxation,propagated_info,v,ℓ,R,K,δ,s,n,label
1.0,0.00012801210716789911,0.11850798964122747,1.0,0.11557983059692087,0.48914022585616407,87.99999999999928,1.0,0.0024787521766663585,0.8,1.0,0.0,0.0,0.1,20,uniform_circle_l_v
3.794706181777442e-11,0.1624918316444867,1.1256263801802993,0.021859909353777483,0.9562524376034821,-0.14945568825988892,137.49999999999648,0.021859909353777483,0.0024787521766663585,0.8,1.0,0.0,0.0,0.1,20,uniform_circle_l_v
1.0,0.0007935247450251426,0.26427335934279617,0.9999999999999999,0.05561117479163953,0.8471841044198059,141.79999999999623,0.9999999999999999,0.0024787521766663585,0.8,1.0,0.0,0.0,0.1,20,uniform_circle_l_v
1.0000000000000002,0.0004075529366825148,0.12020398462095891,1.0000000000000002,0.07504389303528816,0.5184566675832232,83.49999999999953,1.0,0.0024787521766663585,0.8,1.0,0.0,0.0,0.1,20,uniform_circle_l_v
0.9999999999999999,0.00018404556250931347,0.11997092009346208,1.0,0.1418593180365412,0.41064980146185404,93.49999999999896,1.0,0.0024787521766663585,0.8,1.0,0.0,0.0,0.1,20,uniform_circle_l_v
1.0,0.00021867982982985977,0.11643280975386743,1.0000000000000002,0.10904045860348528,0.3446166748866636,97.69999999999872,1.0,0.0024787521766663585,0.8,1.0,0.0,0.0,0.1,20,uniform_circle_l_v
1.0000000000000002,0.00011760008966686941,0.11954502336436075,0.9999999999999999,0.0301845776585571,0.5173898493488779,75.89999999999996,1.0,0.0024787521766663585,0.8,1.0,0.0,0.0,0.1,20,uniform_circle_l_v
0.9999999999999998,8.280012213273679e-5,0.11828379831881233,0.9999999999999999,0.13900699770686736,0.40148428892647825,94.29999999999892,1.0,0.0024787521766663585,0.8,1.0,0.0,0.0,0.1,20,uniform_circle_l_v
3.82350318638099e-11,0.8019920973950141,-0.4566481201063096,0.01129085084691964,0.8084478516128654,-0.043690085177712924,95.59999999999884,0.011290850846919696,0.0024787521766663585,0.8,1.0,0.0,0.0,0.1,20,uniform_circle_l_v
1.0,7.351353845104769e-5,0.10670749418175951,0.9999999999999997,0.07620003341787189,0.5042286535686359,84.79999999999946,1.0,0.0024787521766663585,0.8,1.0,0.0,0.0,0.1,20,uniform_circle_l_v
1.0,0.00043892696489768456,0.11982414526488272,1.0,0.11515322490783164,0.34643536611699793,97.29999999999875,0.9999999999999999,0.0024787521766663585,0.8,1.0,0.0,0.0,0.1,20,uniform_circle_l_v
1.0,0.0005157911880682931,0.11789698211846766,0.9999999999999999,0.13050098606857796,0.3748108406948217,95.79999999999883,1.0,0.0024787521766663585,0.8,1.0,0.0,0.0,0.1,20,uniform_circle_l_v
0.9999999999999998,0.00023539312944833023,0.11743089669335463,1.0,0.05748545537788481,0.3105824434715637,101.09999999999853,1.0000000000000002,0.0024787521766663585,0.8,1.0,0.0,0.0,0.1,20,uniform_circle_l_v
1.0,0.00035027752458358097,0.11712098397576791,1.0,0.09911286777718448,0.3343566112507496,98.89999999999866,1.0,0.0024787521766663585,0.8,1.0,0.0,0.0,0.1,20,uniform_circle_l_v
1.0,0.00304136325978408,0.27651933823139246,1.0,0.24277623482058236,0.5403960772114069,65.30000000000057,1.0000000000000002,0.0024787521766663585,0.8,1.0,0.0,0.0,0.1,20,uniform_circle_l_v
1.0,0.00015995290775700776,0.1149404646912467,0.9999999999999999,0.1365880041018268,0.4078514961790323,93.79999999999895,1.0,0.0024787521766663585,0.8,1.0,0.0,0.0,0.1,20,uniform_circle_l_v
1.0,3.398804898581409e-6,0.12042897255161973,1.0,0.14271006927958263,0.4221810069588612,92.99999999999899,1.0000000000000002,0.0024787521766663585,0.8,1.0,0.0,0.0,0.1,20,uniform_circle_l_v
1.0,9.91048463266822e-5,0.11758908286409082,0.9999999999999999,0.12736158475540915,0.47035605125398894,89.69999999999918,1.0,0.0024787521766663585,0.8,1.0,0.0,0.0,0.1,20,uniform_circle_l_v
