order_p_0,order_r_0,order_d_0,order_p_1,order_r_1,order_d_1,t_relaxation,propagated_info,v,ℓ,R,K,δ,s,n,label
1.692655785164332e-10,1.0,-4.835791968289314e-18,0.9999999999999999,2.354580558305841e-11,6.065653535003435e-12,4.000000000000002,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.684684725696026e-10,1.6653345369377347e-17,1.6653345369377347e-17,1.0,2.361053991206674e-11,6.082317982603058e-12,1.0999999999999999,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
0.9999999999999999,1.6046961537341531e-10,3.3306690738754695e-17,1.0,2.3449077402037945e-11,6.040740130330846e-12,5.899999999999995,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.0,1.5994858770795873e-10,-1.1102230246251566e-17,1.0,2.3759283429569678e-11,6.1206539836433646e-12,4.300000000000001,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6927443307502416e-10,1.6653345369377347e-17,1.6653345369377347e-17,0.9999999999999999,2.3605306598284416e-11,6.080969061628139e-12,0.0,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
2.525080557553955e-17,1.9871209677724266e-10,6.938893903907228e-18,0.9999999999999999,2.3836950469036112e-11,6.140649100316864e-12,5.1999999999999975,1.0000000000000002,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6968052561293242e-10,3.8857805861880476e-17,-5.551115123125783e-18,1.0,2.3638174750928442e-11,-6.089417858845536e-12,7.099999999999991,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
0.9999999999999999,1.6001009406352296e-10,1.3877787807814458e-18,0.9999999999999999,2.3288820871769643e-11,5.9994509360450365e-12,2.500000000000001,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.687559387605806e-10,1.0,-1.0510293735640754e-19,0.9999999999999999,2.354580558305841e-11,6.065653535003435e-12,4.000000000000002,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6914873432570367e-10,3.3306690738754695e-17,-3.3306690738754695e-17,1.0,2.3599262821694113e-11,-6.079375891587802e-12,3.0000000000000013,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.0,1.6051780460379917e-10,9.089951014118469e-17,1.0,2.3769528012529406e-11,6.1232741099814806e-12,2.700000000000001,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6857687679351734e-10,1.0,-3.80324072135018e-19,0.9999999999999999,2.354580558305841e-11,6.065653535003435e-12,4.000000000000002,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.0,1.607296018502069e-10,-3.608224830031759e-17,0.9999999999999999,2.408813426502121e-11,6.2053695515373875e-12,2.0000000000000004,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6983121832474262e-10,5.2735593669694933e-17,-3.3306690738754695e-17,1.0,2.3567889306796984e-11,6.071343428004639e-12,7.899999999999988,0.9999999999999998,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.0,1.6014725101598514e-10,2.7755575615628914e-17,0.9999999999999999,2.327439491134342e-11,-5.995703933336927e-12,5.599999999999996,0.9999999999999998,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6847750577365864e-10,1.0,-2.1712370177408665e-17,0.9999999999999999,2.3719781694353513e-11,-6.1104454829319366e-12,2.700000000000001,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.695014236318985e-10,4.683753385137379e-17,-1.1102230246251566e-17,1.0,2.4006131804643617e-11,6.184230905148524e-12,5.4999999999999964,0.9999999999999998,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6853405762932125e-10,3.3306690738754695e-17,-4.4408920985006264e-17,0.9999999999999999,2.323261860670556e-11,-5.984940321113186e-12,0.1,0.9999999999999998,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6945402282355762e-10,1.1102230246251566e-17,5.551115123125783e-18,1.0,2.3727501907711e-11,6.112449435491385e-12,3.600000000000002,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6909943535179622e-10,1.0,1.351042986674445e-18,0.9999999999999999,2.354580558305841e-11,6.065653535003435e-12,4.000000000000002,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.7554167342883506e-17,2.0816681711721685e-17,-2.7755575615628914e-17,0.9999999999999999,2.3593103859465004e-11,-6.0777882726625874e-12,2.9000000000000012,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6967050365393428e-10,5.551115123125783e-18,2.7755575615628914e-17,1.0,2.3237288482302888e-11,5.9861782197856425e-12,1.0999999999999999,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.0000000000000004,1.6075378389546203e-10,0.0,1.0,2.338205185026254e-11,6.0234595089525556e-12,10.29999999999998,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6956209453747207e-10,0.0,-1.6653345369377347e-17,0.9999999999999999,2.406838339741313e-11,6.200268076739235e-12,3.700000000000002,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6943109298675392e-10,1.0,4.5319332073939615e-18,0.9999999999999999,2.354580558305841e-11,6.065653535003435e-12,4.000000000000002,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
3.7238012298709096e-17,1.9912979598579739e-10,0.0,0.9999999999999999,2.4005009091609963e-11,6.183931144931876e-12,3.900000000000002,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.0000000000000002,1.6151125437069425e-10,-6.661338147750939e-17,0.9999999999999999,2.3704174734184847e-11,6.10643757781304e-12,4.300000000000001,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
2.0014830212433607e-17,1.9868820477775273e-10,-2.914335439641036e-17,0.9999999999999998,2.3389605530166335e-11,-6.0253912970154035e-12,1.4000000000000001,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.0000000000000002,1.6060573426734949e-10,-5.551115123125783e-17,0.9999999999999999,2.3719413932976606e-11,6.110389971780705e-12,4.799999999999999,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.688588203721072e-10,1.0,-2.436300783793235e-18,0.9999999999999999,2.354580558305841e-11,6.065653535003435e-12,4.000000000000002,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.0,1.611223543473983e-10,-2.2204460492503132e-17,0.9999999999999999,2.4040118506984955e-11,-6.192962809237201e-12,2.3000000000000007,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6971488541275307e-10,1.0,-6.808754140358583e-19,0.9999999999999999,2.3719781694353513e-11,-6.1104454829319366e-12,2.700000000000001,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6831892580255626e-10,3.8857805861880476e-17,-2.6367796834847467e-17,1.0,2.368222701276679e-11,-6.100775440387452e-12,4.999999999999998,0.9999999999999998,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
3.2487068343022354e-17,1.990558287645605e-10,2.2204460492503132e-17,0.9999999999999999,2.355980271984137e-11,6.06925065760322e-12,2.2000000000000006,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
0.9999999999999999,1.608154970300646e-10,-1.1102230246251566e-17,1.0,2.3569515783528062e-11,-6.07173755717838e-12,0.7,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
0.9999999999999998,1.613592898186411e-10,-2.7755575615628914e-17,0.9999999999999998,2.3535547122310872e-11,-6.063005653089703e-12,0.0,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.694129780744422e-10,1.0,4.790740137158467e-18,0.9999999999999999,2.3719781694353513e-11,-6.1104454829319366e-12,2.700000000000001,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.0,1.609883615305563e-10,0.0,0.9999999999999999,2.334045595686618e-11,6.012756958995169e-12,4.4,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
0.9999999999999998,1.608207317316257e-10,5.551115123125783e-18,0.9999999999999998,2.4008862953284192e-11,-6.184897038963299e-12,0.7,0.9999999999999998,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6876897490822704e-10,1.0,-5.19367627765841e-18,0.9999999999999999,2.354580558305841e-11,6.065653535003435e-12,4.000000000000002,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
0.9999999999999999,1.6021991511294686e-10,-1.1102230246251566e-17,0.9999999999999999,2.3498915313613367e-11,6.053585410725759e-12,2.800000000000001,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
0.9999999999999999,1.6048208317798186e-10,-1.6653345369377347e-17,1.0,2.406983778957539e-11,6.2006400014524844e-12,1.7000000000000004,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6872526292688148e-10,3.8857805861880476e-17,-3.8857805861880476e-17,0.9999999999999999,2.33101621338605e-11,6.0049520911320545e-12,0.0,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.0,1.6142775449701218e-10,5.551115123125783e-18,1.0,2.3588969666477054e-11,-6.076739111904317e-12,0.7,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6830737141947404e-10,1.0,-8.645377994703328e-18,0.9999999999999999,2.3719781694353513e-11,-6.1104454829319366e-12,2.700000000000001,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6878100542527373e-10,1.0,-3.6712033111260495e-18,0.9999999999999999,2.354580558305841e-11,6.065653535003435e-12,4.000000000000002,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.0000000000000002,1.6039444772353306e-10,-2.2204460492503132e-17,0.9999999999999998,2.390081049741255e-11,6.157097054426685e-12,5.4999999999999964,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6866475124796727e-10,0.0,-2.2204460492503132e-17,0.9999999999999999,2.4056449887677188e-11,6.1971872078459e-12,3.1000000000000014,0.9999999999999998,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6977498143636603e-10,1.0,4.189218198155783e-18,0.9999999999999999,2.3719781694353513e-11,-6.1104454829319366e-12,2.700000000000001,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
0.9999999999999999,1.6146662618066187e-10,-2.2204460492503132e-17,1.0,2.360973638815267e-11,6.082101489113256e-12,5.399999999999997,0.9999999999999998,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.0000000000000002,1.6001139302446177e-10,-1.6653345369377347e-17,1.0000000000000002,2.3380257452298993e-11,6.023004317512459e-12,2.1000000000000005,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6858713217362788e-10,4.9960036108132046e-17,2.2204460492503132e-17,0.9999999999999999,2.4108584573134807e-11,6.2106264575589874e-12,3.3000000000000016,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6972681456929762e-10,3.8857805861880476e-17,-1.6653345369377347e-17,1.0,2.3814919480891206e-11,-6.134964758430783e-12,5.799999999999995,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.0,1.6014964354660322e-10,-2.2204460492503132e-17,1.0,2.3441480700991945e-11,-6.0387583822318905e-12,2.1000000000000005,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
0.9999999999999999,1.6137176594988033e-10,8.049116928532385e-17,1.0,2.3996385434266188e-11,6.1817106988826255e-12,3.5000000000000018,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.0,1.604518740094818e-10,3.8857805861880476e-17,0.9999999999999998,2.3432736306894243e-11,6.036521282837271e-12,2.800000000000001,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
0.9999999999999999,1.6062375318703913e-10,-5.551115123125783e-17,1.0,2.3736106136151846e-11,6.114675432655758e-12,0.0,0.9999999999999998,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.0,1.6044957307226325e-10,2.2204460492503132e-17,0.9999999999999999,2.372170931908002e-11,6.1109728388686335e-12,5.099999999999998,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6854503283047468e-10,1.0,-2.472012492112743e-18,0.9999999999999999,2.3719781694353513e-11,-6.1104454829319366e-12,2.700000000000001,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6963467592747536e-10,1.1102230246251566e-17,-1.1102230246251566e-17,0.9999999999999999,2.3225432688178672e-11,5.983125106467923e-12,4.100000000000001,0.9999999999999998,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.0000000000000002,1.6084419907080871e-10,-4.9960036108132046e-17,0.9999999999999999,2.3731629161805047e-11,6.113531902940395e-12,7.799999999999988,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6964061409868247e-10,1.0,5.344731794780182e-19,0.9999999999999999,2.354580558305841e-11,6.065653535003435e-12,4.000000000000002,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6903285602592302e-10,3.8857805861880476e-17,4.163336342344337e-17,0.9999999999999999,2.345377503321089e-11,6.0419447223125644e-12,2.400000000000001,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6970940078848184e-10,1.0,-1.119393526297074e-17,0.9999999999999999,2.3719781694353513e-11,-6.1104454829319366e-12,2.700000000000001,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
0.9999999999999999,1.6115750400835793e-10,2.7755575615628914e-17,1.0,2.3677423910406503e-11,-6.0995375417149944e-12,1.0999999999999999,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.696189749029402e-10,1.1102230246251566e-17,-2.7755575615628915e-18,1.0,2.4033480761076476e-11,6.191280821354894e-12,0.6,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6864258315402387e-10,5.967448757360216e-17,-2.2204460492503132e-17,1.0,2.374108548641729e-11,-6.115941086903831e-12,0.7,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6836968487343273e-10,1.0,-1.1327323821026686e-17,0.9999999999999999,2.3719781694353513e-11,-6.1104454829319366e-12,2.700000000000001,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
0.9999999999999999,1.6014694570465337e-10,6.938893903907229e-19,1.0,2.3269519644486537e-11,5.9944660346644694e-12,2.9000000000000012,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
6.120403370557512e-17,1.9962993168254338e-10,5.551115123125783e-18,0.9999999999999999,2.3419279016057003e-11,-6.033040733655071e-12,5.399999999999997,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.0000000000000002,1.6121242969041605e-10,0.0,1.0,2.3779134217249975e-11,6.125749907326394e-12,6.5999999999999925,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.6973709897875238e-10,1.3877787807814457e-17,5.551115123125783e-18,0.9999999999999997,2.375985658220614e-11,-6.1207705570609505e-12,2.0000000000000004,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.687896246340723e-10,1.0,-2.325803983254363e-18,0.9999999999999999,2.354580558305841e-11,6.065653535003435e-12,4.000000000000002,0.9999999999999999,0.0,0.4,1.0,0.36787944117144233,0.0,0.8,20,uniform_circle_divergence_perturbation
1.696496058122614e-10,1.1102230246251566e-17,0.0,0.050003496813953385,0.025932349839267205,-0.0009920476704696145,71.8000000000002,0.05000348735447853,0.0,0.4,1.0,0.36787944117144233,0.0,0.1,20,uniform_circle_divergence_perturbation
1.683263954106086e-10,1.6653345369377347e-17,-3.3306690738754695e-17,0.05000349681395388,0.025932349839271444,-0.0009920476704190883,17.999999999999986,0.05000348735447916,0.0,0.4,1.0,0.36787944117144233,0.0,0.1,20,uniform_circle_divergence_perturbation
1.0,1.6069691688436193e-10,-1.6653345369377347e-17,1.0,2.2244406316929143e-11,-8.976889509515473e-11,52.00000000000047,1.0000000000000002,0.0,0.4,1.0,0.36787944117144233,0.0,0.1,20,uniform_circle_divergence_perturbation
3.3766115072321296e-17,5.551115123125783e-18,-2.2204460492503132e-17,0.05000203495369339,0.03458729237219374,-0.0015499552975998588,3.5000000000000018,0.05000202953378281,0.0,0.4,1.0,0.36787944117144233,0.0,0.1,20,uniform_circle_divergence_perturbation
1.0,1.61303378987121e-10,2.7755575615628914e-17,0.9999999999999999,2.222941275498158e-11,8.97084212470034e-11,73.30000000000011,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.1,20,uniform_circle_divergence_perturbation
1.69498483180973e-10,1.1102230246251566e-17,-4.9960036108132046e-17,0.0500034968132425,0.025932349833261897,-0.0009920477423945473,0.6,0.05000348735345293,0.0,0.4,1.0,0.36787944117144233,0.0,0.1,20,uniform_circle_divergence_perturbation
1.0,1.6128257063208196e-10,-1.1102230246251566e-17,1.0,2.2165985713584747e-11,8.945247320646388e-11,43.900000000000354,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.1,20,uniform_circle_divergence_perturbation
1.695879363380188e-10,1.0,-1.073052743153719e-17,1.0000000000000002,2.2204843519446628e-11,-8.960888975284576e-11,18.29999999999999,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.1,20,uniform_circle_divergence_perturbation
1.0000000000000002,1.5999248731413117e-10,-3.3306690738754695e-17,0.9999999999999998,2.2241197772387977e-11,-8.975583054571246e-11,47.2000000000004,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.1,20,uniform_circle_divergence_perturbation
1.0,1.600289512015962e-10,1.3877787807814458e-18,0.9999999999999999,2.2161239510154475e-11,-8.94327223388558e-11,85.59999999999941,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.1,20,uniform_circle_divergence_perturbation
1.0,1.6057703500216293e-10,-1.6653345369377347e-17,1.0,2.214853300763764e-11,8.938200457553336e-11,46.40000000000039,1.0,0.0,0.4,1.0,0.36787944117144233,0.0,0.1,20,uniform_circle_divergence_perturbation
