order_p_0,order_r_0,order_d_0,order_p_1,order_r_1,order_d_1,t_relaxation,propagated_info,v,ℓ,R,K,δ,s,n,label
0.9805332392836792,1.577073093644854e-9,-0.03855645899847606,0.05052666431822845,0.008409240846517944,0.058504450197827886,60.30000000000059,0.04653158907752712,0.0,0.4,1.0,54.598150033144236,0.0,0.1,20,uniform_circle_divergence_delta
5.200688045973846e-17,5.796122458875517e-17,0.06751858144606941,0.9879170361439895,0.004231741644424765,0.032631403719363086,19.400000000000006,0.9716525580409818,0.0,0.4,1.0,54.598150033144236,0.0,0.1,20,uniform_circle_divergence_delta
0.9805331936768088,8.222381334098417e-8,-0.038556539485389216,0.050526664318228075,0.00840924084651801,0.058504450197827865,80.29999999999971,0.04653158907752702,0.0,0.4,1.0,54.598150033144236,0.0,0.1,20,uniform_circle_divergence_delta
0.9805332245764661,5.188209003526012e-8,-0.03855648495367734,0.9879170361439895,0.004231741644424571,0.03263140371936306,84.29999999999949,0.971652558040982,0.0,0.4,1.0,54.598150033144236,0.0,0.1,20,uniform_circle_divergence_delta
0.9805330644193351,2.3569304435921978e-8,0.038556767601662004,0.9879170361439895,0.004231741644424493,0.03263140371936312,89.2999999999992,0.9716525580409819,0.0,0.4,1.0,54.598150033144236,0.0,0.1,20,uniform_circle_divergence_delta
0.9805332061783811,7.329767480745985e-8,0.038556517422585646,0.9879170361439895,0.004231741644424641,0.03263140371936306,65.10000000000058,0.9716525580409818,0.0,0.4,1.0,54.598150033144236,0.0,0.1,20,uniform_circle_divergence_delta
0.980533112479916,8.509473573559134e-8,-0.03855668278284255,0.9879170361439895,0.004231741644424833,0.032631403719363086,36.60000000000025,0.9716525580409818,0.0,0.4,1.0,54.598150033144236,0.0,0.1,20,uniform_circle_divergence_delta
0.9805332385331103,1.2307894434876454e-8,0.038556460323073964,0.9879170361439895,0.00423174164442468,0.0326314037193631,2.3000000000000007,0.9716525580409818,0.0,0.4,1.0,54.598150033144236,0.0,0.1,20,uniform_circle_divergence_delta
1.2428176919397967e-16,6.661338147750939e-17,0.06751858144606941,0.05052666431822848,0.008409240846517776,0.058504450197827816,131.09999999999684,0.046531589077526775,0.0,0.4,1.0,54.598150033144236,0.0,0.1,20,uniform_circle_divergence_delta
0.5649367871600228,0.5497920447370783,0.04440732726124676,0.9879170361439895,0.004231741644424722,0.03263140371936303,14.099999999999966,0.9716525580409818,0.0,0.4,1.0,54.598150033144236,0.0,0.1,20,uniform_circle_divergence_delta
0.980533170672909,9.164489912505403e-8,-0.038556580082831596,0.9879170361439895,0.0042317416444246775,0.03263140371936306,11.899999999999974,0.9716525580409818,0.0,0.4,1.0,54.598150033144236,0.0,0.1,20,uniform_circle_divergence_delta
0.9805331877202504,8.543319352516398e-8,-0.03855654999755167,0.9879170361439895,0.004231741644424666,0.03263140371936306,68.90000000000036,0.9716525580409818,0.0,0.4,1.0,54.598150033144236,0.0,0.1,20,uniform_circle_divergence_delta
5.578801654593729e-17,1.7763568394002506e-16,0.06751858144606941,0.050526664318228165,0.00840924084651808,0.058504450197827886,164.69999999999493,0.0465315890775271,0.0,0.4,1.0,54.598150033144236,0.0,0.1,20,uniform_circle_divergence_delta
1.424215369046633e-16,8.604228440844963e-17,0.06751858144606943,0.05052666431822827,0.008409240846517906,0.05850445019782784,104.49999999999834,0.04653158907752701,0.0,0.4,1.0,54.598150033144236,0.0,0.1,20,uniform_circle_divergence_delta
4.781053997179202e-16,2.7755575615628915e-18,-0.06751858144606944,0.050526664318228526,0.008409240846517783,0.058504450197827816,106.09999999999825,0.04653158907752687,0.0,0.4,1.0,54.598150033144236,0.0,0.1,20,uniform_circle_divergence_delta
0.9805332365768067,2.310612325362449e-8,-0.03855646377554415,0.9879170361439895,0.004231741644424828,0.03263140371936313,65.00000000000058,0.9716525580409819,0.0,0.4,1.0,54.598150033144236,0.0,0.1,20,uniform_circle_divergence_delta
0.5649380831883222,0.549792056787928,-0.04440723605011748,0.5775112464938166,0.4367632793335893,-0.03393926739265872,11.299999999999976,0.5341824463506256,0.0,0.4,1.0,54.598150033144236,0.0,0.1,20,uniform_circle_divergence_delta
1.438260131889069e-16,5.5454223874931794e-17,0.06751858144606941,0.05052666431822889,0.0084092408465177,0.05850445019782778,35.30000000000023,0.046531589077527205,0.0,0.4,1.0,54.598150033144236,0.0,0.1,20,uniform_circle_divergence_delta
0.9805330875764399,6.651229269849513e-8,-0.038556726733202755,0.9897945348323909,0.003550722288601084,-0.03262786196776839,38.10000000000027,0.9716152977939105,0.0,0.4,1.0,54.598150033144236,0.0,0.1,20,uniform_circle_divergence_delta
0.5649388272721375,0.5497918158159049,0.04440722216473884,0.9879170361439895,0.0042317416444246515,0.0326314037193631,17.49999999999998,0.9716525580409819,0.0,0.4,1.0,54.598150033144236,0.0,0.1,20,uniform_circle_divergence_delta
0.05831993600750514,3.053113317719181e-17,-0.0785213185046546,0.06734272175762301,0.006827361966823769,0.06790126373668212,2499.9999999988217,0.0572404774559962,0.0,0.4,1.0,54.598150033144236,0.0,0.1,20,uniform_circle_divergence_delta
0.980533104502381,8.056144206458615e-8,-0.03855669686180474,0.050526664318228685,0.008409240846517795,0.058504450197827816,112.0999999999979,0.04653158907752713,0.0,0.4,1.0,54.598150033144236,0.0,0.1,20,uniform_circle_divergence_delta
0.5649036149552512,0.5497601520688687,-0.044414573578463734,0.9879170361439895,0.004231741644424777,0.03263140371936306,147.29999999999592,0.9716525580409818,0.0,0.4,1.0,54.598150033144236,0.0,0.1,20,uniform_circle_divergence_delta
